"coffeid","typeid","value"
1145,10,"Asociacion Nacional Del CafAfA(C)"
1145,11,"2016"
1145,12,"Bourbon"
1145,13,"Washed / Wet"
1145,14,"Green"
1145,15,"Asociacion Nacional Del CafAfA(C)"
1145,16,"m"
1146,1,"Arabica"
1146,2,"lin, che-hao krude ???"
1146,3,"Taiwan"
1146,4,"ka-vulungan coffee estate"
1146,5,"ka-vulungan coffee estate"
1146,6,"red on tree co., ltd."
1146,7,"taiwu township , pingtung county ??????"
1146,8,"Wei-Chieh ( Jack ) Hua"
1146,9,"50 kg"
1146,10,"Specialty Coffee Association"
1146,11,"2014"
1146,12,"Typica"
1146,13,"Natural / Dry"
1146,14,""
1146,15,"Specialty Coffee Association"
1146,16,"m"
1147,1,"Arabica"
1147,2,"lin, che-hao krude ???"
1147,3,"Taiwan"
1147,4,"baijiada coffee farm???????"
1147,5,"baijiada coffee farm???????"
1147,6,"red on tree co., ltd."
1147,7,"baihe dist., tainan city ??????"
1147,8,"LIN REN FU ???"
1147,9,"20 kg"
1147,10,"Specialty Coffee Association"
1147,11,"2013"
1147,12,"Typica"
1147,13,"Washed / Wet"
1147,14,"Blue-Green"
1147,15,"Specialty Coffee Association"
1147,16,"m"
1148,1,"Arabica"
1148,2,"doi tung development project"
1148,3,"Thailand"
1148,4,""
1148,5,"doi tung development project"
1148,6,"doi tung development project"
1148,7,"thailand"
1148,8,"Doi Tung Development Project"
1148,9,"1 kg"
1148,10,"Specialty Coffee Association"
1148,11,"2013"
1148,12,""
1148,13,"Washed / Wet"
1148,14,"Green"
1148,15,"Specialty Coffee Association"
1148,16,"m"
1149,1,"Arabica"
1149,2,"dane loraas"
1149,3,"Peru"
1149,4,""
1149,5,""
1149,6,"sustainable harvest"
1149,7,"huanuco"
1149,8,""
1149,9,"5 lbs"
1149,10,"Specialty Coffee Association"
1149,11,"2013"
1149,12,""
1149,13,"Washed / Wet"
1149,14,"Green"
1149,15,"Specialty Coffee Association"
1149,16,"m"
1150,1,"Arabica"
1150,2,"the coffee source inc."
1150,3,"Costa Rica"
1150,4,"several"
1150,5,"coopeagri"
1150,6,"the coffee source inc."
1150,7,"brunca"
1150,8,"Coopeagri"
1150,9,"2 kg"
1150,10,"Specialty Coffee Association"
1150,11,"2013"
1150,12,"Catuai"
1150,13,"Washed / Wet"
1150,14,"Bluish-Green"
1150,15,"Specialty Coffee Association"
1150,16,"m"
1151,1,"Arabica"
1151,2,"fredy gordillo reyes"
1151,3,"Mexico"
1151,4,"union ramal santa cruz"
1151,5,"union ramal santa cruz"
1151,6,"union ramal santa cruz spr de ri"
1151,7,"la concordia, chiapas"
1151,8,"UNION RAMAL SANTA CRUZ"
1151,9,"1 kg"
1151,10,"AMECAFE"
1151,11,"2013"
1151,12,"Typica"
1151,13,"Washed / Wet"
1151,14,"Green"
1151,15,"AMECAFE"
1151,16,"m"
1152,1,"Arabica"
1152,2,"leonides de la cruz lopez"
1152,3,"Mexico"
1152,4,"comonyaj noptic s de ss"
1152,5,""
1152,6,"comon yaj noptic s. de ss"
1152,7,"chiapas"
1152,8,"COMONYAJ NOPTIC S DE SS"
1152,9,"1 kg"
1152,10,"AMECAFE"
1152,11,"2013"
1152,12,"Bourbon"
1152,13,"Washed / Wet"
1152,14,"Green"
1152,15,"AMECAFE"
1152,16,"m"
1153,1,"Arabica"
1153,2,"calixto guillen vazquez"
1153,3,"Mexico"
1153,4,"various"
1153,5,"productores de cafes especiales sc"
1153,6,"finca triunfo verde, s.c."
1153,7,"chiapas"
1153,8,"VARIOS PRODUCTORES"
1153,9,"1 kg"
1153,10,"AMECAFE"
1153,11,"2013"
1153,12,"Bourbon"
1153,13,"Washed / Wet"
1153,14,"Green"
1153,15,"AMECAFE"
1153,16,"m"
1154,1,"Arabica"
1154,2,"israel eduardo paz garcia"
1154,3,"Mexico"
1154,4,"peAfA+/-a negra"
1154,5,"zaragoza itundujia, oaxaca"
1154,6,"cafeorganico.mx"
1154,7,"zaragoza itundujia"
1154,8,"MINERVA ZUAfa~IGA GARCIA"
1154,9,"1 kg"
1154,10,"AMECAFE"
1154,11,"2012"
1154,12,"Bourbon"
1154,13,"Washed / Wet"
1154,14,"None"
1154,15,"AMECAFE"
1154,16,"m"
1155,1,"Arabica"
1155,2,"alfredo bojalil"
1155,3,"Mexico"
1155,4,"el vergel"
1155,5,"amsa oaxaca"
1155,6,"ecomtrading"
1155,7,"pochutla"
1155,8,"ANGEL GONZALES"
1155,9,"1 kg"
1155,10,"AMECAFE"
1155,11,"2012"
1155,12,"Typica"
1155,13,"Washed / Wet"
1155,14,"Green"
1155,15,"AMECAFE"
1155,16,"m"
1156,1,"Arabica"
1156,2,"lusso lab"
1156,3,"Guatemala"
1156,4,"genuine antigua medina"
1156,5,""
1156,6,"lusso coffee lab"
1156,7,"antigua"
1156,8,"Jorge Bolanos"
1156,9,"69 kg"
1156,10,"Specialty Coffee Association"
1156,11,"2012"
1156,12,"Bourbon"
1156,13,"Washed / Wet"
1156,14,"Green"
1156,15,"Specialty Coffee Association"
1156,16,"m"
1157,1,"Arabica"
1157,2,"montegrande"
1157,3,"Mexico"
1157,4,"finca monte grande"
1157,5,""
1157,6,"cafe montegrande"
1157,7,"tuxtla gutierrez"
1157,8,"ALFREDO MOISES CEJA"
1157,9,"1 kg"
1157,10,"AMECAFE"
1157,11,"2012"
1157,12,"Typica"
1157,13,"Washed / Wet"
1157,14,""
1157,15,"AMECAFE"
1157,16,"m"
1158,1,"Arabica"
1158,2,"juan luis alvarado romero"
1158,3,"Guatemala"
1158,4,"la esmeralda"
1158,5,"beneficio ixchel"
1158,6,"unex guatemala, s.a."
1158,7,"oriente"
1158,8,"JESUS RAMIREZ"
1158,9,"69 kg"
1158,10,"Asociacion Nacional Del CafAfA(C)"
1158,11,"2016"
1158,12,"Bourbon"
1158,13,"Washed / Wet"
1158,14,"Green"
1158,15,"Asociacion Nacional Del CafAfA(C)"
1158,16,"ft"
1159,1,"Arabica"
1159,2,"consejo salvadoreAfA+/-o del cafAfA(C)"
1159,3,"El Salvador"
1159,4,"la montaAfA+/-a"
1159,5,"sociedad cooperativa de cafetaleros de ciudad barrios de r.l."
1159,6,"consejo salvadoreAfA+/-o del cafAfA(C)"
1159,7,"cacahuatique"
1159,8,"Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L."
1159,9,"69 kg"
1159,10,"Salvadoran Coffee Council"
1159,11,"2016"
1159,12,"Bourbon"
1159,13,"Washed / Wet"
1159,14,"Bluish-Green"
1159,15,"Salvadoran Coffee Council"
1159,16,"m"
1160,1,"Arabica"
1160,2,"doi tung development project"
1160,3,"Thailand"
1160,4,""
1160,5,"doi tung development project"
1160,6,"doi tung development project"
1160,7,"thailand"
1160,8,"Doi Tung Development Project"
1160,9,"1 kg"
1160,10,"Specialty Coffee Association"
1160,11,"2013"
1160,12,""
1160,13,"Washed / Wet"
1160,14,"Blue-Green"
1160,15,"Specialty Coffee Association"
1160,16,"m"
1161,1,"Arabica"
1161,2,"juan luis alvarado romero"
1161,3,"Guatemala"
1161,4,"la castellana"
1161,5,"beneficio ixchel"
1161,6,"unex guatemala, s.a."
1161,7,"oriente"
1161,8,"AGRIPEC DE LA VEGA Y CIA."
1161,9,"69 kg"
1161,10,"Asociacion Nacional Del CafAfA(C)"
1161,11,"2013"
1161,12,"Bourbon"
1161,13,"Washed / Wet"
1161,14,"Green"
1161,15,"Asociacion Nacional Del CafAfA(C)"
1161,16,"ft"
1162,1,"Arabica"
1162,2,"fredy gordillo reyes"
1162,3,"Mexico"
1162,4,"union ramal santa cruz"
1162,5,"union ramal santa cruz"
1162,6,"union ramal santa cruz spr de ri"
1162,7,"la concordia, chiapas"
1162,8,"UNION RAMAL SANTA CRUZ"
1162,9,"1 kg"
1162,10,"AMECAFE"
1162,11,"2013"
1162,12,"Typica"
1162,13,"Washed / Wet"
1162,14,"Green"
1162,15,"AMECAFE"
1162,16,"m"
1163,1,"Arabica"
1163,2,"saul m. hernandez ramirez"
1163,3,"Mexico"
1163,4,"el encinal"
1163,5,"en el progreso"
1163,6,""
1163,7,"tenango de doria, hidalgo"
1163,8,"GOMEZ GRANILLO, VERONICO"
1163,9,"1 kg"
1163,10,"AMECAFE"
1163,11,"2012"
1163,12,"Caturra"
1163,13,"Washed / Wet"
1163,14,"None"
1163,15,"AMECAFE"
1163,16,"m"
1164,1,"Arabica"
1164,2,"alfredo bojalil"
1164,3,"Mexico"
1164,4,"consolapa"
1164,5,""
1164,6,"ecomtrading"
1164,7,"coatepec, coatepec"
1164,8,"CECILIA AVILA CAMBEROS"
1164,9,"1 kg"
1164,10,"AMECAFE"
1164,11,"2012"
1164,12,"Mundo Novo"
1164,13,"Washed / Wet"
1164,14,""
1164,15,"AMECAFE"
1164,16,"m"
1165,1,"Arabica"
1165,2,"doi tung development project"
1165,3,"Thailand"
1165,4,"doi tung development project"
1165,5,""
1165,6,""
1165,7,""
1165,8,"Doi Tung Development Project"
1165,9,"1 lbs"
1165,10,"Specialty Coffee Association"
1165,11,""
1165,12,"Peaberry"
1165,13,""
1165,14,""
1165,15,"Specialty Coffee Association"
1165,16,"m"
1166,1,"Arabica"
1166,2,"obed rendon ponce"
1166,3,"Mexico"
1166,4,"tepetzingo"
1166,5,"monte blanco"
1166,6,"cafetera el grande s.a. de c.v."
1166,7,"tepetzingo"
1166,8,"ROGELIO JACOME MORALES"
1166,9,"1 kg"
1166,10,"AMECAFE"
1166,11,"2012"
1166,12,"Typica"
1166,13,"Washed / Wet"
1166,14,"None"
1166,15,"AMECAFE"
1166,16,"m"
1167,1,"Arabica"
1167,2,"armando luis pohlenz martinez"
1167,3,"Mexico"
1167,4,""
1167,5,"finca custepec"
1167,6,"beneficio custepec s.a. de c.v."
1167,7,"la concordia"
1167,8,"ARMANDO LUIS POHLENZ MARTINEZ"
1167,9,"1 kg"
1167,10,"AMECAFE"
1167,11,"2012"
1167,12,"Caturra"
1167,13,"Washed / Wet"
1167,14,"Green"
1167,15,"AMECAFE"
1167,16,"m"
1168,1,"Arabica"
1168,2,"exportadora de cafe condor s.a"
1168,3,"Colombia"
1168,4,""
1168,5,"trilladora bonanza - armenia quindioa"
1168,6,""
1168,7,"huila"
1168,8,""
1168,9,"70 kg"
1168,10,"AlmacafAfA(C)"
1168,11,"4T/10"
1168,12,""
1168,13,""
1168,14,""
1168,15,"AlmacafAfA(C)"
1168,16,"m"
1169,1,"Arabica"
1169,2,"carl walker"
1169,3,"Guatemala"
1169,4,"la igualdad"
1169,5,"concepcion"
1169,6,""
1169,7,"chuva, san marcos"
1169,8,"Federico Weller"
1169,9,"69 kg"
1169,10,"Specialty Coffee Association"
1169,11,"2009/2010"
1169,12,""
1169,13,""
1169,14,""
1169,15,"Specialty Coffee Association"
1169,16,"ft"
1170,1,"Arabica"
1170,2,"cooperativa el gorrion r.l"
1170,3,"Nicaragua"
1170,4,"las nubes"
1170,5,""
1170,6,"cooperativa el gorrion r.l"
1170,7,"jinotega"
1170,8,"Cooperativa de Servicio MAfAltiples el GorriAfAn R.L"
1170,9,"69 kg"
1170,10,"AsociaciAfAn de CafAfA(C)s Especiales de Nicaragua"
1170,11,"2015"
1170,12,"Caturra"
1170,13,"Natural / Dry"
1170,14,"Green"
1170,15,"AsociaciAfAn de CafAfA(C)s Especiales de Nicaragua"
1170,16,"m"
1171,1,"Arabica"
1171,2,"cqi taiwan icp cqi??????"
1171,3,"Taiwan"
1171,4,"su-zhen huang ???"
1171,5,"??????"
1171,6,"blossom valley????"
1171,7,"nantou"
1171,8,"???"
1171,9,"2 kg"
1171,10,"Blossom Valley International"
1171,11,"2014"
1171,12,"Typica"
1171,13,"Natural / Dry"
1171,14,""
1171,15,"Blossom Valley International"
1171,16,"m"
1172,1,"Arabica"
1172,2,"exportadora de cafe condor s.a"
1172,3,"Colombia"
1172,4,""
1172,5,"trilladora boananza"
1172,6,"exportadora de cafe condor s.a"
1172,7,"cundinamarca"
1172,8,""
1172,9,"70 kg"
1172,10,"AlmacafAfA(C)"
1172,11,"2013"
1172,12,"Caturra"
1172,13,"Washed / Wet"
1172,14,"Green"
1172,15,"AlmacafAfA(C)"
1172,16,"m"
1173,1,"Arabica"
1173,2,"armando luis pohlenz martinez"
1173,3,"Mexico"
1173,4,""
1173,5,"finca custepec"
1173,6,"beneficio custepec s.a. de c.v."
1173,7,"la concordia"
1173,8,"ARMANDO LUIS POHLENZ MARTINEZ"
1173,9,"1 kg"
1173,10,"AMECAFE"
1173,11,"2012"
1173,12,"Caturra"
1173,13,"Washed / Wet"
1173,14,"Green"
1173,15,"AMECAFE"
1173,16,"m"
1174,1,"Arabica"
1174,2,"mario jose fernandez"
1174,3,"Mexico"
1174,4,"casa blanca"
1174,5,""
1174,6,""
1174,7,"coatepec, coatepec"
1174,8,"MARIA DE LA LUZ SANCHEZ TODD"
1174,9,"1 kg"
1174,10,"AMECAFE"
1174,11,"2012"
1174,12,"Typica"
1174,13,"Washed / Wet"
1174,14,"Bluish-Green"
1174,15,"AMECAFE"
1174,16,"m"
1175,1,"Arabica"
1175,2,"juan luis alvarado romero"
1175,3,"Guatemala"
1175,4,"el papaturro"
1175,5,"beneficio ixchel"
1175,6,"unex guatemala, s.a."
1175,7,"oriente"
1175,8,"AMILCAR LAPOLA"
1175,9,"69 kg"
1175,10,"Asociacion Nacional Del CafAfA(C)"
1175,11,"2013"
1175,12,"Bourbon"
1175,13,"Washed / Wet"
1175,14,"Green"
1175,15,"Asociacion Nacional Del CafAfA(C)"
1175,16,"ft"
1176,1,"Arabica"
1176,2,"juan luis alvarado romero"
1176,3,"Guatemala"
1176,4,"various"
1176,5,"las americas"
1176,6,"outspan guatemala s.a."
1176,7,"oriente"
1176,8,"VARIOS"
1176,9,"69 kg"
1176,10,"Asociacion Nacional Del CafAfA(C)"
1176,11,"2014"
1176,12,"Other"
1176,13,"Washed / Wet"
1176,14,"Green"
1176,15,"Asociacion Nacional Del CafAfA(C)"
1176,16,"ft"
1177,1,"Arabica"
1177,2,"adriana torres rico quevedo"
1177,3,"Mexico"
1177,4,"cre-leg l-4"
1177,5,"cre-leg beneficio"
1177,6,"cafessisimo compaAfA+/-ia s.a. de c.v."
1177,7,"xicotepec de juarez"
1177,8,"ADRIANA TORRES RICO QUEVEDO"
1177,9,"1 kg"
1177,10,"AMECAFE"
1177,11,"2012"
1177,12,"Typica"
1177,13,"Washed / Wet"
1177,14,"Green"
1177,15,"AMECAFE"
1177,16,"m"
1178,1,"Arabica"
1178,2,"rre kunene"
1178,3,"Cote d?Ivoire"
1178,4,"cnra station of divo"
1178,5,"cnra station of divo"
1178,6,"royal 1750 coffee"
1178,7,"cnra station of divo"
1178,8,"CNRA"
1178,9,"1 kg"
1178,10,"Specialty Coffee Association"
1178,11,"2016"
1178,12,""
1178,13,"Washed / Wet"
1178,14,"Bluish-Green"
1178,15,"Specialty Coffee Association"
1178,16,"m"
1179,1,"Arabica"
1179,2,"the coffee source inc."
1179,3,"Colombia"
1179,4,"several"
1179,5,"spot"
1179,6,"the coffee source inc."
1179,7,"pereira"
1179,8,"Spot"
1179,9,"3 lbs"
1179,10,"Specialty Coffee Association"
1179,11,"2013"
1179,12,"Caturra"
1179,13,"Washed / Wet"
1179,14,"Green"
1179,15,"Specialty Coffee Association"
1179,16,"m"
1180,1,"Arabica"
1180,2,"eric jesus cordoba arroyo"
1180,3,"Mexico"
1180,4,"el encanto"
1180,5,"el olvido, zentla, veracruz"
1180,6,""
1180,7,"zentla"
1180,8,"ERIC JESUS CORDOBA ARROYO"
1180,9,"1 kg"
1180,10,"AMECAFE"
1180,11,"2012"
1180,12,"Typica"
1180,13,"Washed / Wet"
1180,14,"None"
1180,15,"AMECAFE"
1180,16,"m"
1181,1,"Arabica"
1181,2,"eric jesus cordoba arroyo"
1181,3,"Mexico"
1181,4,"la gloria"
1181,5,"el olvido, zentla, veracruz"
1181,6,""
1181,7,"zentla"
1181,8,"ANTONIO CORDOBA MURILLO"
1181,9,"1 kg"
1181,10,"AMECAFE"
1181,11,"2012"
1181,12,"Typica"
1181,13,"Washed / Wet"
1181,14,"Green"
1181,15,"AMECAFE"
1181,16,"m"
1182,1,"Arabica"
1182,2,"juan luis alvarado romero"
1182,3,"Guatemala"
1182,4,"conquista / morito"
1182,5,"beneficio ixchel"
1182,6,"unex guatemala, s.a."
1182,7,"oriente"
1182,8,"Conquista/ Morito"
1182,9,"1 kg"
1182,10,"Asociacion Nacional Del CafAfA(C)"
1182,11,"2012"
1182,12,"Bourbon"
1182,13,"Washed / Wet"
1182,14,"Green"
1182,15,"Asociacion Nacional Del CafAfA(C)"
1182,16,"m"
1183,1,"Arabica"
1183,2,"lin, che-hao krude ???"
1183,3,"Taiwan"
1183,4,"baishencun coffee farm???????"
1183,5,"baishengcun coffee ???????"
1183,6,"red on tree co., ltd."
1183,7,"natou county"
1183,8,"WU SHU YI ???"
1183,9,"20 kg"
1183,10,"Specialty Coffee Association"
1183,11,"2014"
1183,12,"Typica"
1183,13,"Washed / Wet"
1183,14,"Blue-Green"
1183,15,"Specialty Coffee Association"
1183,16,"m"
1184,1,"Arabica"
1184,2,"marco virgilio ramirez teliz"
1184,3,"Mexico"
1184,4,"el aguacate"
1184,5,"cafes de naranjal s.a. de c.v."
1184,6,"cafes de naranjal s.a. de c.v"
1184,7,"veracruz"
1184,8,"MARCO VIRGILIO RAMIREZ TELIZ"
1184,9,"1 kg"
1184,10,"AMECAFE"
1184,11,"2012"
1184,12,"Bourbon"
1184,13,"Washed / Wet"
1184,14,"Green"
1184,15,"AMECAFE"
1184,16,"m"
1185,1,"Arabica"
1185,2,"juan luis alvarado romero"
1185,3,"Guatemala"
1185,4,"las delicias"
1185,5,"beneficio ixchel"
1185,6,"unex guatemala, s.a."
1185,7,"santa rosa"
1185,8,"OTTO BECKER"
1185,9,"69 kg"
1185,10,"Asociacion Nacional Del CafAfA(C)"
1185,11,"2017"
1185,12,"Bourbon"
1185,13,"Washed / Wet"
1185,14,"Green"
1185,15,"Asociacion Nacional Del CafAfA(C)"
1185,16,"ft"
1186,1,"Arabica"
1186,2,"janny marlith torres"
1186,3,"Honduras"
1186,4,"la bendicion"
1186,5,"dry in solar beds"
1186,6,"coffee planet corporation s.a"
1186,7,"ocotepeque"
1186,8,"Jorge Alfredo Pinto"
1186,9,"69 kg"
1186,10,"Instituto HondureAfA+/-o del CafAfA(C)"
1186,11,"2017"
1186,12,"Catuai"
1186,13,"Washed / Wet"
1186,14,"Green"
1186,15,"Instituto HondureAfA+/-o del CafAfA(C)"
1186,16,"m"
1187,1,"Arabica"
1187,2,"juan luis alvarado romero"
1187,3,"Guatemala"
1187,4,"chapultepec"
1187,5,"beneficio ixchel"
1187,6,"unex guatemala, s.a."
1187,7,"occidente"
1187,8,"CHAPULTEPEC"
1187,9,"69 kg"
1187,10,"Asociacion Nacional Del CafAfA(C)"
1187,11,"2016"
1187,12,"Bourbon"
1187,13,"Washed / Wet"
1187,14,"Green"
1187,15,"Asociacion Nacional Del CafAfA(C)"
1187,16,"m"
1188,1,"Arabica"
1188,2,"juan luis alvarado romero"
1188,3,"Guatemala"
1188,4,"el chile"
1188,5,"la conquista"
1188,6,"mercon guatemala s.a."
1188,7,"nuevo oriente"
1188,8,"OVIDIO CARDONA"
1188,9,"69 kg"
1188,10,"Asociacion Nacional Del CafAfA(C)"
1188,11,"2015"
1188,12,"Catuai"
1188,13,"Washed / Wet"
1188,14,"Green"
1188,15,"Asociacion Nacional Del CafAfA(C)"
1188,16,"m"
1189,1,"Arabica"
1189,2,"brent hall"
1189,3,"Costa Rica"
1189,4,""
1189,5,""
1189,6,"s&d coffee and tea"
1189,7,"san rafael"
1189,8,""
1189,9,"2 kg"
1189,10,"Specialty Coffee Association"
1189,11,"2012"
1189,12,"Catuai"
1189,13,"Washed / Wet"
1189,14,"None"
1189,15,"Specialty Coffee Association"
1189,16,"m"
1190,1,"Arabica"
1190,2,"israel eduardo paz garcia"
1190,3,"Mexico"
1190,4,"la tejeria"
1190,5,"la tejeria"
1190,6,"cafeorganico.mx"
1190,7,"zaragoza itundujia"
1190,8,"HILARIO GARCAfAA SANDOVAL"
1190,9,"1 kg"
1190,10,"AMECAFE"
1190,11,"2012"
1190,12,"Typica"
1190,13,"Washed / Wet"
1190,14,"None"
1190,15,"AMECAFE"
1190,16,"m"
1191,1,"Arabica"
1191,2,"julio cesar robles flores"
1191,3,"Mexico"
1191,4,"el delirio"
1191,5,"yajalon, chiapas"
1191,6,""
1191,7,"yajalon"
1191,8,"SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L."
1191,9,"1 kg"
1191,10,"AMECAFE"
1191,11,"2012"
1191,12,"Typica"
1191,13,"Washed / Wet"
1191,14,"Green"
1191,15,"AMECAFE"
1191,16,"m"
1192,1,"Arabica"
1192,2,"masamichi hiroike"
1192,3,"Mexico"
1192,4,"various"
1192,5,"various smallholders' wet mills"
1192,6,""
1192,7,"pluma hidalogo, oaxaca"
1192,8,"Various smallholders"
1192,9,"6"
1192,10,"Specialty Coffee Association"
1192,11,"08/09 crop"
1192,12,"Typica"
1192,13,""
1192,14,""
1192,15,"Specialty Coffee Association"
1192,16,"m"
1193,1,"Arabica"
1193,2,"juan luis alvarado romero"
1193,3,"Guatemala"
1193,4,"las merceditas"
1193,5,"beneficio ixchel"
1193,6,"unex guatemala, s.a."
1193,7,"san marcos"
1193,8,"ANGEL DE LEON"
1193,9,"69 kg"
1193,10,"Asociacion Nacional Del CafAfA(C)"
1193,11,"2017"
1193,12,"Bourbon"
1193,13,"Washed / Wet"
1193,14,"Green"
1193,15,"Asociacion Nacional Del CafAfA(C)"
1193,16,"m"
1194,1,"Arabica"
1194,2,"german negron"
1194,3,"United States (Puerto Rico)"
1194,4,"hacienda caracolillo"
1194,5,"hacienda alto grande"
1194,6,"hacienda alto grande, llc."
1194,7,"yauco region"
1194,8,"Hacienda Alto Grande"
1194,9,"5 lbs"
1194,10,"Specialty Coffee Association"
1194,11,"2013"
1194,12,"Other"
1194,13,"Washed / Wet"
1194,14,"Green"
1194,15,"Specialty Coffee Association"
1194,16,"ft"
1195,1,"Arabica"
1195,2,"israel eduardo paz garcia"
1195,3,"Mexico"
1195,4,"huanacaxtle"
1195,5,"zaragoza itundujia, oaxaca"
1195,6,"cafeorganico.mx"
1195,7,"zaragoza itundujia"
1195,8,"GUADALUPE HERAS HERNANDEZ"
1195,9,"1 kg"
1195,10,"AMECAFE"
1195,11,"2012"
1195,12,"Typica"
1195,13,"Washed / Wet"
1195,14,"None"
1195,15,"AMECAFE"
1195,16,"m"
1196,1,"Arabica"
1196,2,"juana rodriguez gutierrez"
1196,3,"Mexico"
1196,4,"las palmas"
1196,5,"palo blanco, tlacuilotepec, puebla"
1196,6,"productores e industrializadores de cafAfA(C) orgAfA!nico la fe s.c. de r.l."
1196,7,"tlacuilotepec"
1196,8,"JUANA RODRIGUEZ GUTIERREZ"
1196,9,"1 kg"
1196,10,"AMECAFE"
1196,11,"2012"
1196,12,"Mundo Novo"
1196,13,"Washed / Wet"
1196,14,"Green"
1196,15,"AMECAFE"
1196,16,"m"
1197,1,"Arabica"
1197,2,"balbino ramirez flores"
1197,3,"Mexico"
1197,4,"el desmoronado"
1197,5,"el desmoronado"
1197,6,""
1197,7,"talpa de allende"
1197,8,"BALBINO RAMIREZ FLORES"
1197,9,"1 kg"
1197,10,"AMECAFE"
1197,11,"2012"
1197,12,"Typica"
1197,13,"Washed / Wet"
1197,14,"Bluish-Green"
1197,15,"AMECAFE"
1197,16,"m"
1198,1,"Arabica"
1198,2,"racafe & cia s.c.a"
1198,3,""
1198,4,""
1198,5,""
1198,6,""
1198,7,""
1198,8,""
1198,9,"70 kg"
1198,10,"AlmacafAfA(C)"
1198,11,""
1198,12,""
1198,13,""
1198,14,""
1198,15,"AlmacafAfA(C)"
1198,16,"m"
1199,1,"Arabica"
1199,2,"juan luis alvarado romero"
1199,3,"Guatemala"
1199,4,"various"
1199,5,"las americas"
1199,6,"outspan guatemala s.a."
1199,7,"oriente"
1199,8,"Varios"
1199,9,"69 kg"
1199,10,"Asociacion Nacional Del CafAfA(C)"
1199,11,"2014"
1199,12,"Other"
1199,13,"Washed / Wet"
1199,14,"Green"
1199,15,"Asociacion Nacional Del CafAfA(C)"
1199,16,"ft"
1200,1,"Arabica"
1200,2,"cafes finos de exportacion s de r.l."
1200,3,"Honduras"
1200,4,"various"
1200,5,"cafes finos de exportacion s. de r.l."
1200,6,"cafes finos de exportacion s de r.l."
1200,7,"intibuca"
1200,8,"Cooperativa Coaquil"
1200,9,"2 kg"
1200,10,"Instituto HondureAfA+/-o del CafAfA(C)"
1200,11,"2014"
1200,12,"Pacas"
1200,13,"Washed / Wet"
1200,14,"Green"
1200,15,"Instituto HondureAfA+/-o del CafAfA(C)"
1200,16,"m"
1201,1,"Arabica"
1201,2,"sustainable harvest coffee"
1201,3,"Peru"
1201,4,""
1201,5,""
1201,6,"sustainable harvest"
1201,7,"san ignacio"
1201,8,"Frontera"
1201,9,"69 kg"
1201,10,"Specialty Coffee Association"
1201,11,"2012"
1201,12,"Typica"
1201,13,"Washed / Wet"
1201,14,""
1201,15,"Specialty Coffee Association"
1201,16,"m"
1202,1,"Arabica"
1202,2,"gonzalo de aquino flores"
1202,3,"Mexico"
1202,4,""
1202,5,"iliatenco, guerrero"
1202,6,"cafAfA(C) monteabuelo s.a. de c.v."
1202,7,"iliatenco, guerrero"
1202,8,"GONZALO DE AQUINO FLORES"
1202,9,"1 kg"
1202,10,"AMECAFE"
1202,11,"2012"
1202,12,"Mundo Novo"
1202,13,"Natural / Dry"
1202,14,"None"
1202,15,"AMECAFE"
1202,16,"m"
1203,1,"Arabica"
1203,2,"israel eduardo paz garcia"
1203,3,"Mexico"
1203,4,"el sauce"
1203,5,"zaragoza itundujia, oaxaca"
1203,6,"cafeorganico.mx"
1203,7,"zaragoza itundujia"
1203,8,"JUAN CRUZ RIAAfa~O"
1203,9,"1 kg"
1203,10,"AMECAFE"
1203,11,"2012"
1203,12,"Typica"
1203,13,"Semi-washed / Semi-pulped"
1203,14,"Green"
1203,15,"AMECAFE"
1203,16,"m"
1204,1,"Arabica"
1204,2,"juan avenamar rodriguez funez"
1204,3,"Mexico"
1204,4,"pico del oro"
1204,5,"el pacayal, amatenango de la frontera, chiapas"
1204,6,"cafAfA(C) pico de loro"
1204,7,"amatenango de la frontera"
1204,8,"JUAN AVENAMAR RODRIGUEZ FUNEZ"
1204,9,"1 kg"
1204,10,"AMECAFE"
1204,11,"2012"
1204,12,"Typica"
1204,13,"Washed / Wet"
1204,14,"Green"
1204,15,"AMECAFE"
1204,16,"m"
1205,1,"Arabica"
1205,2,"alfredo bojalil"
1205,3,"Mexico"
1205,4,"santa teresa"
1205,5,"amsa tuxtla"
1205,6,"ecomtrading"
1205,7,"la concordia, chiapas"
1205,8,"AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV"
1205,9,"1 kg"
1205,10,"AMECAFE"
1205,11,"2013"
1205,12,"Typica"
1205,13,"Washed / Wet"
1205,14,"Green"
1205,15,"AMECAFE"
1205,16,"m"
1206,1,"Arabica"
1206,2,"israel eduardo paz garcia"
1206,3,"Mexico"
1206,4,"la pandora"
1206,5,"zaragoza itundujia, oaxaca"
1206,6,"cafeorganico.mx"
1206,7,"zaragoza itundujia"
1206,8,"LUISA ZUAfa~IGA GARCAfAA"
1206,9,"1 kg"
1206,10,"AMECAFE"
1206,11,"2012"
1206,12,"Typica"
1206,13,"Washed / Wet"
1206,14,"None"
1206,15,"AMECAFE"
1206,16,"m"
1207,1,"Arabica"
1207,2,"exportadora atlantic, s.a."
1207,3,"Nicaragua"
